"gruppo","titolo","titoloBreve","inizio","fine"
"http://dati.senato.it/commissione/4-206","Commissione parlamentare per il parere al Governo sul piano di nuove costruzioni stradali e autostradali","Consultiva costruzioni stradali e autostradali",1968-03-09,1968-06-04
"http://dati.senato.it/commissione/4-207","Commissione parlamentare consultiva concernente provvedimenti per lo sviluppo dell'agricoltura nel quinquennio 1966-1970","Consultiva sviluppo agricoltura 1966-1970",1966-10-27,1967-05-22
"http://dati.senato.it/commissione/4-208","Commissione parlamentare consultiva concernente autorizzazione di spese per l'esecuzione di opere di sistemazione e difesa del suolo","Consultiva sistemazione e difesa del suolo",1967-07-27,1968-06-04
"http://dati.senato.it/commissione/4-209","Commissione parlamentare d'inchiesta sul disastro del Vajont","Commissione d'inchiesta sul disastro del Vajont",1964-04-26,1965-07-15
"http://dati.senato.it/commissione/4-210","Membri parlamentari della commissione d'indagine per la tutela e la valorizzazione del patrimonio storico, archeologico, artistico e del paesaggio","Parlamentari membri comm. indagine patrimonio culturale",1964-11-10,1966-03-10
"http://dati.senato.it/commissione/4-211","Commissione parlamentare prevista dalla legge: Modifiche ed integrazioni alla legge 24 Luglio 1961 n. 729 concernente il piano di nuove costruzioni stradali ed autostradali","Commissione prevista dalla legge24-07-1961 n. 729",1968-06-18,1972-05-24
"http://dati.senato.it/commissione/4-212","Commissione parlamentare per il parere al governo sulle norme delegate relative alla revisione degli ordinamenti pensionistici e in materia di sicurezza sociale.","commissione parlamentare parere governo revisione pensioni",1969-11-13,1972-05-24
"http://dati.senato.it/commissione/4-213","Commissione parlamentare per il parere al governo sulle norme delegate relative al regime fiscale degli accendigas per uso domestico","commissione parere al governo regime fiscale accendigas",1971-09-18,1972-05-24
"http://dati.senato.it/commissione/4-214","Commissione parlamentare per il parere al governo sull'aggiornamento del testo unico delle leggi sulla disciplina degli interventi nel mezzogiorno","commissione parere governo leggi interventi mezzogiorno",1972-03-09,1972-05-24
"http://dati.senato.it/commissione/4-215","Commissione parlamentare per il parere al governo sulle norme delegate in materia di edilizia","commissione parere governo norme materia edilizia",1972-03-07,1972-05-24
"http://dati.senato.it/commissione/4-216","Commissione parlamentare d'inchiesta sugli eventi del giugno-luglio 1964 SIFAR","Commissione d'inchiesta eventi giugno-Luglio 1964 SIFAR",1969-04-15,1972-05-24
"http://dati.senato.it/commissione/4-217","commissione parlamentare d'inchiesta sui fenomeni di criminalità in sardegna","commissione inchiesta fenomeni criminalità in sardegna",1970-01-13,1972-05-24
"http://dati.senato.it/commissione/4-218","Commissione parlamentare di inchiesta sul rapimento e sulla morte di Aldo Moro","Commissione di inchiesta sul rapimento e sulla morte di Aldo Moro",2014-10-01,2018-03-22
"http://dati.senato.it/commissione/4-219","Commissione parlamentare di inchiesta sul sistema bancario e finanziario","Commissione di inchiesta sul sistema bancario e finanziario",2017-09-21,2018-03-22
"http://dati.senato.it/commissione/4-219","Commissione parlamentare di inchiesta sul sistema bancario e finanziario","Commissione di inchiesta sul sistema bancario e finanziario",2019-04-16,2022-10-12
"http://dati.senato.it/commissione/4-220","Commissione parlamentare di inchiesta sui fatti accaduti presso la comunità ""Il Forteto""","Commissione di inchiesta su ""Il Forteto""",2019-03-26,2022-10-12
"http://dati.senato.it/commissione/4-220","Commissione parlamentare di inchiesta sui fatti accaduti presso la comunità ""Il Forteto""","Commissione di inchiesta su ""Il Forteto""",2024-04-10,
"http://dati.senato.it/commissione/4-221","Commissione parlamentare di inchiesta sulle attività connesse alle comunità di tipo familiare che accolgono minori","Commissione di inchiesta comunità familiari che accolgono minori",2020-09-12,2022-10-12
"http://dati.senato.it/commissione/4-222","Comitato parlamentare provvisorio per la sicurezza della Repubblica","Comitato parlamentare provvisorio per la sicurezza della Repubblica",2022-10-13,2022-12-05
"http://dati.senato.it/commissione/4-223","Commissione parlamentare di inchiesta sul femminicidio, nonché su ogni forma di violenza di genere","Commissione di inchiesta femminicidio e violenza di genere",2023-02-18,
"http://dati.senato.it/commissione/4-224","Commissione parlamentare per il contrasto degli svantaggi derivanti dall'insularità","Commissione parlamentare per il contrasto degli svantaggi derivanti dall'insularità",2023-01-01,
"http://dati.senato.it/commissione/4-225","Commissione parlamentare di inchiesta sulla scomparsa di Emanuela Orlandi e di Mirella Gregori","Commissione di inchiesta scomparsa Orlandi e Gregori",2024-01-06,
"http://dati.senato.it/commissione/4-226","Commissione parlamentare di inchiesta sulla gestione dell'emergenza sanitaria causata dalla diffusione epidemica del virus SARS-CoV-2 e sulle misure adottate per prevenire e affrontare l'emergenza epidemiologica da SARS-CoV-2","Commissione di inchiesta su emergenza sanitaria epidemiologica da SARS-CoV-2",2024-03-28,
"http://dati.senato.it/commissione/4-227","Delegazione parlamentare italiana presso l'Assemblea Parlamentare del Mediterraneo (PAM)","Delegazione italiana Assemblea Parlamentare del Mediterraneo (PAM)",2023-05-23,
"http://dati.senato.it/commissione/4-26","Comitato parlamentare di controllo sull'attuazione ed il funzionamento della Convenzione di applicazione dell' Accordo di Schengen","Comitato parlamentare di controllo dell' Accordo di Schengen",1993-11-25,1999-07-27
"http://dati.senato.it/commissione/4-26","Comitato parlamentare di controllo sull'attuazione ed il funzionamento della Convenzione di applicazione dell'Accordo di Schengen e di vigilanza sull'attività dell'Unità nazionale Europol","Comitato parlamentare di controllo dell'Accordo di Schengen",1999-07-28,2002-09-16
"http://dati.senato.it/commissione/4-26","Comitato parlamentare di controllo sull'attuazione dell'Accordo di Schengen, di vigilanza sull'attività di Europol, di controllo e vigilanza in materia di immigrazione","Comitato parlamentare Schengen, Europol e immigrazione",2002-09-17,
"http://dati.senato.it/commissione/4-27","Commissione parlamentare d'inchiesta sull'Azienda di Stato per gli interventi nel mercato agricolo","Commissione d'inchiesta sull'AIMA",1995-09-26,1996-05-08
"http://dati.senato.it/commissione/4-27","Commissione parlamentare per l'infanzia","Commissione parlamentare per l'infanzia",1997-12-30,2009-08-02
"http://dati.senato.it/commissione/4-27","Commissione parlamentare per l'infanzia e l'adolescenza","Commissione parlamentare per l'infanzia e l'adolescenza",2009-08-03,
"http://dati.senato.it/commissione/4-30","Commissione parlamentare per il parere al governo sulle norme delegate previste dalla legge 3 aprile 1997, n. 94, concernenti la ristrutturazione del bilancio dello stato e l'accorpamento del ministero del tesoro e del ministero del bilancio e della programmazione economica","Commissione consultiva ristrutturazione bilancio dello stato",1997-04-08,1997-07-15
"http://dati.senato.it/commissione/4-30","Commissione parlamentare consultiva in ordine alla riforma del bilancio statale ai sensi della legge 3 aprile 1997, n. 94","Commissione consultiva riforma del bilancio statale",1997-07-16,2001-05-29
"http://dati.senato.it/commissione/4-31","Commissione parlamentare per il parere al governo sulle norme delegate previste dalla legge 15 marzo 1997, n. 59, concernenti il conferimento di funzioni e compiti alle regioni ed enti locali, la riforma della pubblica amministrazione e la semplificazione amministrativamica","Commissione consultiva riforma pubblica amministrazione",1997-05-26,1997-07-15
"http://dati.senato.it/commissione/4-31","Commissione parlamentare consultiva in ordine all'attuazione della riforma amministrativa ai sensi della legge 15 marzo 1997, n. 59","Commissione consultiva attuazione riforma amministrativa",1997-07-16,2006-04-27
"http://dati.senato.it/commissione/4-33","Commissione parlamentare d'inchiesta sulla cooperazione con i Paesi in via di sviluppo","Commissione d'inchiesta cooperaz. paesi in via di sviluppo",1994-09-13,1996-03-31
"http://dati.senato.it/commissione/4-33","Commissione parlamentare di inchiesta sul dissesto della Federazione italiana dei consorzi agrari","Commissione d'inchiesta sul dissesto della Federconsorzi",1998-03-01,2001-05-29
"http://dati.senato.it/commissione/4-37","Commissione parlamentare d'inchiesta sul ciclo dei rifiuti e sulle attività  illecite ad esso connesse","Commissione d'inchiesta sul ciclo dei rifiuti",1997-04-15,2001-05-29
"http://dati.senato.it/commissione/4-40","Commissione parlamentare per le questioni regionali","Commissione parlamentare questioni regionali",1953-02-10,1970-10-27
"http://dati.senato.it/commissione/4-40","Commissione parlamentare per le questioni regionali","Commissione parlamentare questioni regionali",1970-10-28,
"http://dati.senato.it/commissione/4-41","Commissione parlamentare per i procedimenti di accusa","Commissione inquirente  per i procedimenti di accusa",1953-03-11,1978-05-08
"http://dati.senato.it/commissione/4-41","Commissione parlamentare per i procedimenti di accusa","Commissione parlamentare procedimenti di accusa",1978-05-09,1989-01-18
"http://dati.senato.it/commissione/4-42","Comitato per le funzioni istruttorie attinenti ai procedimenti di cui all'articolo 90, comma secondo, della Costituzione","Comitato funzioni istruttorie procedimenti art. 90 Cost.",1989-01-18,1989-07-04
"http://dati.senato.it/commissione/4-43","Comitato parlamentare per i procedimenti di accusa","Comitato parlamentare per i procedimenti di accusa",1989-07-04,
"http://dati.senato.it/commissione/4-48","Delegazione italiana presso la Conferenza parlamentare dell'Iniziativa Centro Europea","Delegazione italiana presso la Conferenza dell'INCE",1995-08-01,1999-06-06
"http://dati.senato.it/commissione/4-48","Delegazione parlamentare italiana presso l'Assemblea parlamentare dell'Iniziativa Centro Europea","Delegazione italiana presso l'Assemblea dell'INCE",1999-06-07,
"http://dati.senato.it/commissione/4-50","Commissione parlamentare d' inchiesta sulla strage di Via Fani, sul sequestro e l' assassinio di Aldo Moro e sul terrorismo in Italia","Commissione d' inchiesta sul caso Moro",1980-01-10,1983-06-30
"http://dati.senato.it/commissione/4-52","Commissione parlamentare d' inchiesta sulla loggia massonica P2","Commissione d' inchiesta sulla loggia P2",1981-12-09,1984-07-31
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della mafia e sulle altre associazioni criminali similari","Commissione d' inchiesta sul fenomeno della mafia",1988-03-27,1994-06-29
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della mafia e sulle altre associazioni criminali similari","Commissione d' inchiesta sul fenomeno della mafia",1994-06-30,1996-05-08
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della mafia e delle altre associazioni criminali similari","Commissione d'inchiesta sul fenomeno della mafia",1996-10-03,2001-05-29
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della criminalità organizzata mafiosa o similare","Commissione d' inchiesta sul fenomeno della mafia",2001-10-27,2006-04-27
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della criminalita' organizzata mafiosa o similare","Commissione d' inchiesta sul fenomeno della mafia",2006-11-13,2008-04-28
"http://dati.senato.it/commissione/4-53","Commissione parlamentare d'inchiesta sul fenomeno della mafia e sulle altre associazioni criminali similari","Commissione d' inchiesta sul fenomeno della mafia",2008-11-11,2013-03-14
"http://dati.senato.it/commissione/4-53","Commissione parlamentare di inchiesta sul fenomeno delle mafie e sulle altre associazioni criminali, anche straniere","Commissione di inchiesta sul fenomeno delle mafie",2013-08-01,2018-03-22
"http://dati.senato.it/commissione/4-53","Commissione parlamentare di inchiesta sul fenomeno delle mafie e sulle altre associazioni criminali, anche straniere","Commissione d'inchiesta sul fenomeno delle mafie",2018-08-21,2022-10-12
"http://dati.senato.it/commissione/4-53","Commissione parlamentare di inchiesta sul fenomeno delle mafie e sulle altre associazioni criminali, anche straniere","Commissione d'inchiesta sul fenomeno delle mafie",2023-03-15,
"http://dati.senato.it/commissione/4-55","Commissione parlamentare d' inchiesta sul terrorismo in Italia e sulle cause della mancata individuazione dei responsabili delle stragi","Commissione d' inchiesta sul terrorismo in Italia",1987-02-04,1987-07-01
"http://dati.senato.it/commissione/4-55","Commissione parlamentare d' inchiesta sul terrorismo in Italia e sulle cause della mancata individuazione dei responsabili delle stragi","Commissione d' inchiesta sul terrorismo in Italia",1988-05-31,1992-04-22
"http://dati.senato.it/commissione/4-55","Commissione parlamentare d'inchiesta sul terrorismo in Italia e sulle cause della mancata individuazione dei responsabili delle stragi","Commissione d' inchiesta sul terrorismo in Italia",1992-12-30,2001-05-29
"http://dati.senato.it/commissione/4-57","Commissione parlamentare d' inchiesta sulla attuazione degli interventi per la ricostruzione e lo sviluppo dei territori della Basilicata e della Campania colpiti dai terremoti del novembre 1980 e febbraio 1981","Commissione d' inchiesta terremoti Basilicata e Campania",1989-05-01,1991-02-28
"http://dati.senato.it/commissione/4-60","Commissione parlamentare per la vigilanza sulle radiodiffusioni","Commissione di vigilanza radiodiffusioni",1947-04-03,1975-04-13
"http://dati.senato.it/commissione/4-60","Commissione parlamentare per l'indirizzo generale e la vigilanza dei servizi radiotelevisivi","Commissione di vigilanza servizi radiotelevisivi",1975-04-14,
"http://dati.senato.it/commissione/4-61","Sottocommissione permanente per l'accesso","Sottocommissione permanente RAI per l' accesso",1976-06-15,
"http://dati.senato.it/commissione/4-62","Commissione parlamentare di vigilanza sull'anagrafe tributaria","Commissione di vigilanza sull' anagrafe tributaria",1976-06-15,
"http://dati.senato.it/commissione/4-63","Commissione parlamentare per l'esercizio dei poteri di controllo sulla programmazione e sull'attuazione degli interventi ordinari e straordinari nel Mezzogiorno","Commissione di controllo sugli interventi nel Mezzogiorno",1976-06-15,1994-04-14
"http://dati.senato.it/commissione/4-64","Commissione parlamentare per l'esame preventivo dei programmi di utilizzazione  del fondo per la ristrutturazione e riconversione industriale e per i programmi delle partecipazioni statali","Commissione per la ristrutturazione industriale",1976-06-14,1979-06-19
"http://dati.senato.it/commissione/4-64","Commissione parlamentare ristrutturazione e riconversione industriale e per i programmi delle partecipazioni statali","Commissione per la ristrutturazione industriale",1979-06-20,1994-04-14
"http://dati.senato.it/commissione/4-65","Comitato parlamentare per i servizi di informazione e sicurezza e per il segreto di Stato","Comitato servizi di sicurezza",1976-06-15,2007-10-11
"http://dati.senato.it/commissione/4-65","Comitato parlamentare per la sicurezza della Repubblica","Comitato parlamentare per la sicurezza della Repubblica",2007-10-12,
"http://dati.senato.it/commissione/4-66","Commissione parlamentare sul fenomeno della mafia","Commissione parlamentare sul fenomeno della mafia",1976-06-15,1987-07-01
"http://dati.senato.it/commissione/4-67","Commissione parlamentare per le riforme istituzionali","Commissione parlamentare riforme istituzionali",1983-10-12,1985-01-29
"http://dati.senato.it/commissione/4-67","Commissione parlamentare per le riforme istituzionali","Commissione parlamentare per le riforme istituzionali",1992-07-23,1994-01-16
"http://dati.senato.it/commissione/4-67","Commissione parlamentare per le riforme costituzionali","Commissione parlamentare per le riforme costituzionali",1997-01-29,2001-05-29
"http://dati.senato.it/commissione/4-68","Commissione parlamentare per il controllo sull'attivita' degli enti gestori di forme obbligatorie di previdenza e assistenza sociale","Commissione di controllo enti gestori previdenza assistenza",1989-06-27,
"http://dati.senato.it/commissione/4-70","Parlamentari membri della Commissione per la vigilanza sull'istituto di emissione e sulla circolazione dei biglietti di banca","Commissione di vigilanza sull' istituto di emissione",1910-04-28,2006-01-11
"http://dati.senato.it/commissione/4-71","Parlamentari membri della Commissione per la vigilanza sulla cassa depositi e prestiti","Commissione di vigilanza Cassa Depositi e Prestiti",1948-05-08,1976-06-14
"http://dati.senato.it/commissione/4-71","Parlamentari membri della Commissione di vigilanza sulla Cassa Depositi e Prestiti","Commissione di vigilanza Cassa Depositi e Prestiti",1976-06-15,
"http://dati.senato.it/commissione/4-72","Parlamentari membri della Commissione per la vigilanza sull'amministrazione del debito pubblico","Commissione di vigilanza sul debito pubblico",1915-12-31,1994-04-14
"http://dati.senato.it/commissione/4-76","Parlamentari membri della Commissione per l'accesso ai documenti amministrativi","Commissione per l'accesso ai documenti amministrativi",1990-08-07,
"http://dati.senato.it/commissione/4-80","Commissione parlamentare per il parere al Governo sui testi unici concernenti la riforma tributaria","Commissione consultiva riforma tributaria",1971-10-09,1994-04-10
"http://dati.senato.it/commissione/4-81","Commissione parlamentare per il parere al Governo sulla destinazione dei fondi per la ricostruzione del Belice","Commissione consultiva fondi ricostruzione Belice",1976-06-14,2001-05-29
"http://dati.senato.it/commissione/4-82","Commissione parlamentare per il parere al Governo sui decreti per la determinazione dell'onere relativo ai regolamenti comunitari direttamente applicabili nell'ordinamento interno ai sensi dell'articolo 189 del trattato istitutivo della Comunita' Economica Europea","Commissione consultiva regolamenti CEE",1976-06-15,1992-04-22
"http://dati.senato.it/commissione/4-83","Commissione consultiva per la concessione di ricompense al valore e al merito civile","Commissione consultiva ricompense al merito civile",1976-06-15,
"http://dati.senato.it/commissione/4-84","Commissione parlamentare per il parere al governo sulle norme delegate relative al nuovo codice di procedura penale","Commissione parlamentare codice di procedura penale",1987-10-23,1992-10-24
"http://dati.senato.it/commissione/4-88","Delegazione italiana all'Assemblea parlamentare della Conferenza sulla sicurezza e la cooperazione in Europa ( CSCE )","Delegazione Conferenza sicurezza e cooperazione in Europa",1990-11-21,1995-06-30
"http://dati.senato.it/commissione/4-88","Delegazione italiana all'Assemblea parlamentare della Organizzazione per la sicurezza e la cooperazione in Europa (OSCE)","Delegazione italiana presso l'Assemblea dell'OSCE",1995-07-01,
"http://dati.senato.it/commissione/4-90","Membri dell'Assemblea Parlamentare del Consiglio d'Europa","Consiglio d' Europa",1949-07-23,1996-05-08
"http://dati.senato.it/commissione/4-90","Delegazione parlamentare italiana presso l'Assemblea del Consiglio d'Europa","Delegazione italiana presso l'Assemblea Consiglio d'Europa",1996-05-09,
"http://dati.senato.it/commissione/4-93","Delegazione parlamentare italiana all'Assemblea dell'Atlantico del Nord","Delegazione italiana presso l'Assemblea Atlantico del Nord",1976-06-15,1999-05-30
"http://dati.senato.it/commissione/4-93","Delegazione parlamentare italiana presso l'Assemblea parlamentare della NATO","Delegazione italiana presso l'Assemblea NATO",1999-05-31,
"http://dati.senato.it/commissione/4-94","Rappresentanza italiana al Parlamento europeo","Rappresentanza italiana al Parlamento europeo",1947-10-14,1979-06-02
"http://dati.senato.it/commissione/4-95","Commissione parlamentare per il parere al Governo sulle norme delegate in materia di stato giuridico del personale della scuola","Commissione norme delegate personale scuola",1973-07-30,1976-06-19
"http://dati.senato.it/commissione/4-96","Commissione parlamentare per il parere al Governo sulle norme delegate per l'istituzione dei ruoli del ministero dei beni culturali e ambientali","Commissione norme delegate ministero beni culturali e amb.",1975-01-29,1976-06-19
"http://dati.senato.it/commissione/4-97","Commissione parlamentare per il parere al Governo sui decreti di emanare in esecuzione degli accordi fra l'Italia e la Jugoslavia, firmati a Osimo il 10 novembre 1975","Commissioni per il parere sugli accordi di Osimo",1977-03-14,1979-06-02
"http://dati.senato.it/commissione/4-98","Commissione parlamentare per il parere al Governo sull'attuazione delle deleghe previste dalla norme relative alla ricostruzione delle zone colpite dal terremoto del 1976 nelle regioni Friuli-Venezia Giulia e Veneto","Commissione parere ricostruzione Friuli e Veneto",1977-08-08,1979-06-02
"http://dati.senato.it/commissione/4-99","Commissione parlamentare d'inchiesta sulla fuga di sostanze tossiche avvenuta il 19 luglio 1976 nello stabilimento Icmesa e sui rischi potenziali per la salute e l'ambiente derivanti da attività industriali","Comm. d'inchiesta fuga sostanze tossiche stabilimento Icmesa",1977-07-16,1979-06-02
"http://dati.senato.it/gruppo/1","Comunista","PCI",1946-06-25,1991-02-11
"http://dati.senato.it/gruppo/1","Comunista-PDS","Com. - PDS",1991-02-12,1992-04-22
"http://dati.senato.it/gruppo/1","Partito Democratico della Sinistra","PDS",1992-04-23,1994-04-14
"http://dati.senato.it/gruppo/1","Progressisti - Federativo","Progr. Feder.",1994-04-15,1996-05-08
"http://dati.senato.it/gruppo/10","Repubblicano","Repubblicano",1946-06-25,1994-04-14
"http://dati.senato.it/gruppo/11","Partito Nazionale Monarchico","PNM",1953-06-25,1958-06-11
"http://dati.senato.it/gruppo/12","Partito Socialista Italiano di Unita' Proletaria","PSIUP",1964-04-10,1972-08-02
"http://dati.senato.it/gruppo/13","Socialdemocratico - Liberale","PSDI - Lib.",1976-07-05,1977-02-01
"http://dati.senato.it/gruppo/14","Libero - Social - Repubblicano","Lib. Soc. Rep.",1953-06-25,1958-06-11
"http://dati.senato.it/gruppo/15","Democratico di Sinistra","Dem. Sin.",1948-05-08,1953-06-24
"http://dati.senato.it/gruppo/15","Democratico Indipendenti di Sinistra","Dem. Ind. Sin.",1953-06-25,1958-06-11
"http://dati.senato.it/gruppo/2","Democratico Cristiano","DC",1946-06-25,1994-01-25
"http://dati.senato.it/gruppo/2","Partito Popolare Italiano - Democrazia Cristiana","DC-PPI",1994-01-26,1994-04-14
"http://dati.senato.it/gruppo/2","Partito Popolare Italiano","PPI",1994-04-15,2001-05-29
"http://dati.senato.it/gruppo/26","Centro Cristiano Democratico","CCD",1994-04-15,1996-05-08
"http://dati.senato.it/gruppo/26","Federazione Cristiano Democratica - CCD","CCD",1996-05-09,1998-04-20
"http://dati.senato.it/gruppo/26","CCD-Cristiani Democratici per la liberta'","CCD-CDL",1998-04-21,1998-07-20
"http://dati.senato.it/gruppo/26","Centro Cristiano Democratico","CCD",1998-07-21,2001-05-29
"http://dati.senato.it/gruppo/26","CCD-CDU: Biancofiore","CCD-CDU:BF",2001-05-30,2002-02-14
"http://dati.senato.it/gruppo/26","Unione Democristiana e di Centro","UDC:CCD-CDU-DE",2002-02-15,2003-02-05
"http://dati.senato.it/gruppo/26","Unione Democristiana e di Centro","UDC",2003-02-06,2005-12-21
"http://dati.senato.it/gruppo/26","Unione dei democratici cristiani e dei democratici di centro (CCD-CDU)","UDC",2005-12-22,2006-04-27
"http://dati.senato.it/gruppo/26","Unione dei Democraticicristiani e di Centro (UDC)","UDC",2006-04-28,2008-04-28
"http://dati.senato.it/gruppo/3","Movimento Sociale Italiano","MSI",1953-06-25,1958-06-11
"http://dati.senato.it/gruppo/3","Movimento Sociale Italiano e Part. Naz. Monarchico","MSI - PNM",1958-06-12,1959-12-15
"http://dati.senato.it/gruppo/3","Movimento Sociale Italiano e Part. Dem. Italiano","MSI - PDI",1959-12-16,1963-05-15
"http://dati.senato.it/gruppo/3","Movimento Sociale Italiano","MSI",1963-05-16,1972-05-24
"http://dati.senato.it/gruppo/3","Movimento Sociale Italiano - Destra Nazionale","MSI - DN",1972-05-25,1994-04-14
"http://dati.senato.it/gruppo/3","Alleanza Nazionale - Movimento Sociale Italiano","AN-MSI",1994-04-15,1995-01-31
"http://dati.senato.it/gruppo/3","Alleanza Nazionale","AN",1995-02-01,2008-04-28
"http://dati.senato.it/gruppo/30","Forza Italia","FI",1994-04-15,2008-04-28
"http://dati.senato.it/gruppo/31","Verdi - La Rete","Verdi - La Rete",1992-11-01,1994-04-14
"http://dati.senato.it/gruppo/31","Progressisti-Verdi-La Rete","Pr. Verdi-Rete",1994-04-15,1996-05-08
"http://dati.senato.it/gruppo/31","Verdi - l'Ulivo","Verdi-U",1996-05-09,2005-02-09
"http://dati.senato.it/gruppo/31","Verdi - l'Unione","Verdi-Un",2005-02-10,2006-04-27
"http://dati.senato.it/gruppo/32","Federalista Europeo Ecologista","Fed. Eur. Ec.",1987-07-02,1992-04-22
"http://dati.senato.it/gruppo/33","Lega Nord","Lega Nord",1992-04-23,1994-04-14
"http://dati.senato.it/gruppo/33","Lega Nord","Lega Nord",1994-04-15,1996-05-08
"http://dati.senato.it/gruppo/33","Lega","Lega",1996-05-09,1996-05-21
"http://dati.senato.it/gruppo/33","Lega Nord - Per la Padania indipendente","Lega Nord",1996-05-22,1999-08-01
"http://dati.senato.it/gruppo/33","Lega Forza Padania per l'indipendenza del Nord","Lega Forza Padania",1999-08-02,2000-02-16
"http://dati.senato.it/gruppo/33","Lega Forza Nord Padania","LFNP",2000-02-17,2001-05-29
"http://dati.senato.it/gruppo/33","Lega Nord Padania","LNP",2001-05-30,2002-03-11
"http://dati.senato.it/gruppo/33","Lega Padana","LP",2002-03-12,2006-04-27
"http://dati.senato.it/gruppo/33","Lega Nord Padania","LNP",2006-04-28,2008-04-28
"http://dati.senato.it/gruppo/33","Lega Nord Padania","LNP",2008-04-29,2013-03-14
"http://dati.senato.it/gruppo/33","Lega Nord e Autonomie","LN-Aut",2013-03-15,2018-03-22
"http://dati.senato.it/gruppo/33","Lega-Salvini Premier","L-SP",2018-03-23,2018-07-29
"http://dati.senato.it/gruppo/33","Lega-Salvini Premier-Partito Sardo d'Azione","L-SP-PSd'Az",2018-07-30,2022-10-12
"http://dati.senato.it/gruppo/33","Lega Salvini Premier - Partito Sardo d'Azione","LSP-PSd'Az",2022-10-13,
"http://dati.senato.it/gruppo/36","Rifondazione Comunista","Rif.Com.",1991-02-06,1994-04-14
"http://dati.senato.it/gruppo/36","Rifondazione Comunista - Progressisti","Rif.Com.-Progr.",1994-04-15,1998-10-13
"http://dati.senato.it/gruppo/36","Comunista","Comunista",1998-10-14,1999-02-18
"http://dati.senato.it/gruppo/4","Liberale","Liberale",1946-06-25,1953-06-24
"http://dati.senato.it/gruppo/4","Partito Liberale Italiano","PLI",1963-05-16,1987-06-15
"http://dati.senato.it/gruppo/4","Liberale","Liberale",1992-11-01,1994-04-14
"http://dati.senato.it/gruppo/40","Sinistra Democratica","Sinistra Dem.",1994-05-30,1996-05-08
"http://dati.senato.it/gruppo/40","Sinistra Democratica - l'Ulivo","Sin.Dem.-Ulivo",1996-05-09,1998-02-23
"http://dati.senato.it/gruppo/40","Democratici di Sinistra - l'Ulivo","DS-U",1998-02-24,2006-04-27
"http://dati.senato.it/gruppo/41","Lega Federalista Italiana","Lega Federal.",1995-01-23,1995-06-27
"http://dati.senato.it/gruppo/41","Lega Italiana Federalista - U.F.","Lega It.Fed.-UF",1995-06-28,1995-07-05
"http://dati.senato.it/gruppo/41","Lega Italiana Federalista","LIF",1995-07-06,1996-05-08
"http://dati.senato.it/gruppo/42","Scudo Crociato","Scudo Crociato",1995-07-04,1995-07-25
"http://dati.senato.it/gruppo/42","Cristiani Democratici Uniti","CDU",1995-07-26,1996-05-08
"http://dati.senato.it/gruppo/42","Federazione Cristiano Democratica - CDU","CDU",1996-05-09,1998-03-10
"http://dati.senato.it/gruppo/42","Cristiani Dem. Uniti-Cristiani Dem. per la Repub.","CDU-CDR",1998-03-11,1998-03-24
"http://dati.senato.it/gruppo/42","per l'UDR (CDU-CDR-Nuova Italia)","UDR(CDU-CDR-NI)",1998-03-25,1998-09-22
"http://dati.senato.it/gruppo/42","Unione Democratica per la Repubblica (UDR)","UDR",1998-09-23,1999-04-25
"http://dati.senato.it/gruppo/42","Unione Democratici per l' Europa (UDeuR)","UDeuR",1999-04-26,2000-02-16
"http://dati.senato.it/gruppo/42","Unione Democratici per l' Europa (UDEUR)","UDEUR",2000-02-17,2001-05-29
"http://dati.senato.it/gruppo/43","Rinnovamento Italiano","Rinnovam. Ital.",1996-05-09,1997-02-10
"http://dati.senato.it/gruppo/44","Rinnovamento Italiano e Indipendenti","Rinn. Ital. e Ind.",1997-10-06,1999-02-18
"http://dati.senato.it/gruppo/45","Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa","Rin.Ld.Ind-Pop.",1999-02-25,2000-01-26
"http://dati.senato.it/gruppo/46","Democrazia Europea","Democrazia Europea",2001-02-08,2001-05-29
"http://dati.senato.it/gruppo/47","Margherita","Mar",2001-05-30,2001-06-11
"http://dati.senato.it/gruppo/47","Margherita - DL - L'Ulivo","Mar-DL-U",2001-06-12,2006-04-27
"http://dati.senato.it/gruppo/48","Per le Autonomie","Aut",2001-05-30,2006-04-27
"http://dati.senato.it/gruppo/49","L'Ulivo","Ulivo",2006-04-28,2007-11-26
"http://dati.senato.it/gruppo/49","Partito Democratico-L'Ulivo","PD-Ulivo",2007-11-27,2008-04-28
"http://dati.senato.it/gruppo/49","Partito Democratico","PD",2008-04-29,2022-10-12
"http://dati.senato.it/gruppo/49","Partito Democratico - Italia Democratica e Progressista","PD-IDP",2022-10-13,
"http://dati.senato.it/gruppo/5","Partito Socialista Italiano","PSI",1946-06-25,1994-04-14
"http://dati.senato.it/gruppo/5","Progressista - PSI","Progr. PSI",1994-04-15,1995-01-10
"http://dati.senato.it/gruppo/5","Laburista-Socialista-Progressista","Lab.Soc.Progr.",1995-01-11,1996-05-08
